 Nom Ville 	MAJ   	 Latitude 	 Longitude 
 Bief 	BIEF   	47.333333	6.766667
 Le Bizot 	LE BIZOT  	47.133333	6.666667
 Blamont 	BLAMONT   	47.383333	6.85
 Blanchefontaine 	BLANCHEFONTAINE   	47.283333	6.766667
 Blarians 	BLARIANS   	47.416667	6.183333
 Blussangeaux 	BLUSSANGEAUX   	47.433333	6.616667
 Blussans 	BLUSSANS   	47.433333	6.6
 Bois-la-Ville 	BOIS LA VILLE 	47.366667	6.416667
 Bolandoz 	BOLANDOZ   	47.016667	6.116667
 Bondeval 	BONDEVAL   	47.45	6.85
 Bonnal 	BONNAL   	47.5	6.35
 Bonnay 	BONNAY   	47.333333	6.05
 Bonnétage 	BONNETAGE   	47.2	6.7
 Bonnevaux 	BONNEVAUX   	46.816667	6.183333
 Bonnevaux-le-Prieuré 	BONNEVAUX LE PRIEURE 	47.133333	6.166667
 La Bosse 	LA BOSSE  	47.133333	6.65
 Bouclans 	BOUCLANS   	47.233333	6.25
 Boujailles 	BOUJAILLES   	46.883333	6.083333
 Boujeons 	BOUJEONS   	46.75	6.208333
 Bourguignon 	BOURGUIGNON   	47.416667	6.783333
 Bournois 	BOURNOIS   	47.5	6.5
 Boussières 	BOUSSIERES   	47.15	5.9
 Bouverans 	BOUVERANS   	46.85	6.2
 Braillans 	BRAILLANS   	47.3088	6.09182
 Branne 	BRANNE   	47.383333	6.466667
 Bréconchaux 	BRECONCHAUX   	47.333333	6.266667
 Brémondans 	BREMONDANS   	47.233333	6.4
 Les Bréseux 	LES BRESEUX  	47.266667	6.816667
 La Bretenière 	LA BRETENIERE  	47.383333	6.266667
 Bretigney 	BRETIGNEY   	47.483333	6.633333
 Brétigney-Notre-Dame 	BRETIGNEY NOTRE DAME 	47.316667	6.3
 Bretonvillers 	BRETONVILLERS   	47.216667	6.633333
 Brey-et-Maison-du-Bois 	BREY ET MAISON DU	46.74197	6.2517
 Brognard 	BROGNARD   	47.533333	6.866667
 Buffard 	BUFFARD   	47.033333	5.833333
 Bugny 	BUGNY   	47	6.35
 Bulle 	BULLE   	46.9	6.233333
 Burgille 	BURGILLE   	47.266667	5.783333
 Burnevillers 	BURNEVILLERS   	47.316667	7
 Busy 	BUSY   	47.166667	5.95
 By 	BY   	47.016667	5.9
 Byans-sur-Doubs 	BYANS SUR DOUBS 	47.116667	5.866667
 Cademène 	CADEMENE   	47.1	6.033333
 Cendrey 	CENDREY   	47.4	6.25
 Cernay-l'Église 	CERNAY L EGLISE 	47.266667	6.833333
 Cessey 	CESSEY   	47.1	5.916667
 Chaffois 	CHAFFOIS   	46.916667	6.266667
 Chalèze 	CHALEZE   	47.266667	6.083333
 Chalezeule 	CHALEZEULE   	47.266667	6.083333
 Chamésey 	CHAMESEY   	47.233333	6.65
 Chamesol 	CHAMESOL   	47.35	6.833333
 Champlive 	CHAMPLIVE   	47.283333	6.25
 Champoux 	CHAMPOUX   	47.333333	6.133333
 Champvans-lès-Baume 	CHAMPVANS LES BAUME 	47.35	6.35
 Champvans-lès-Moulins 	CHAMPVANS LES MOULINS 	47.25	5.916667
 Chantrans 	CHANTRANS   	47.05	6.15
 Chapelle-des-Bois 	CHAPELLE DES BOIS 	46.6	6.116667
 Chapelle-d'Huin 	CHAPELLE D HUIN 	46.933333	6.166667
 Charbonnières-les-Sapins 	CHARBONNIERES LES SAPINS 	47.15	6.216667
 Charmauvillers 	CHARMAUVILLERS   	47.233333	6.916667
 Charmoille 	CHARMOILLE   	47.25	6.666667
 Charnay 	CHARNAY   	47.133333	5.95
 Charquemont 	CHARQUEMONT   	47.216667	6.816667
 Chasnans 	CHASNANS   	47.083333	6.316667
 Chassagne-Saint-Denis 	CHASSAGNE SAINT DENIS 	47.083333	6.116667
 Châtelblanc 	CHATELBLANC   	46.675	6.116667
 Châtillon-Guyotte 	CHATILLON GUYOTTE  	47.333333	6.166667
 Châtillon-le-Duc 	CHATILLON LE DUC 	47.3	6.016667
 Chaucenne 	CHAUCENNE   	47.283333	5.9
 Chaudefontaine 	CHAUDEFONTAINE   	47.333333	6.166667
 La Chaux 	LA CHAUX  	47.016667	6.433333
 Chaux-lès-Clerval 	CHAUX LES CLERVAL 	47.383333	6.516667
 Chaux-lès-Passavant 	CHAUX LES PASSAVANT 	47.233333	6.366667
 Chay 	CHAY   	47.033333	5.866667
 Chazelot 	CHAZELOT   	47.483333	6.333333
 Chazot 	CHAZOT   	47.333333	6.55
 Chemaudin 	CHEMAUDIN   	47.216667	5.9
 La Chenalotte 	LA CHENALOTTE  	47.116667	6.683333
 Chenecey-Buillon 	CHENECEY BUILLON  	47.133333	5.966667
 Chevigney-sur-l'Ognon 	CHEVIGNEY SUR L OGNON	47.3	5.833333
 Chevroz 	CHEVROZ   	47.333333	6
 Chouzelot 	CHOUZELOT   	47.1	5.9
 Cléron 	CLERON   	47.083333	6.066667
 Clerval 	CLERVAL   	47.4	6.5
 La Cluse et Mijoux 	LA CLUSE ET MIJOUX	46.883333	6.383333
 Colombier-Châtelot 	COLOMBIER CHATELOT  	47.433333	6.633333
 Colombier-Fontaine 	COLOMBIER FONTAINE  	47.45	6.7
 Les Combes 	LES COMBES  	47.066667	6.55
 Consolation-Maisonnettes 	CONSOLATION MAISONNETTES  	47.15	6.6
 Corcelle-Mieslot 	CORCELLE MIESLOT  	47.366667	6.183333
 Corcondray 	CORCONDRAY   	47.233333	5.833333
 Cordiron 	CORDIRON   	47.266667	5.8
 Côtebrune 	COTEBRUNE   	47.25	6.316667
 Cottier 	COTTIER   	47.216667	5.766667
 Courchapon 	COURCHAPON   	47.266667	5.75
 Cour-Saint-Maurice 	COUR SAINT MAURICE 	47.25	6.7
Courtefontaine	   	47.316667	6.916667
 Courtetain-et-Salans 	COURTETAIN ET SALANS 	47.25	6.416667
 Courvières 	COURVIERES   	46.866667	6.116667
 Crosey-le-Grand 	CROSEY LE GRAND 	47.35	6.533333
 Crosey-le-Petit 	CROSEY LE PETIT 	47.35	6.483333
 Le Crouzet 	LE CROUZET  	46.7	6.133333
 Crouzet-Migette 	CROUZET MIGETTE  	46.95	6.016667
 Cubrial 	CUBRIAL   	47.5	6.416667
 Cubry 	CUBRY   	47.5	6.416667
 Cusance 	CUSANCE   	47.316667	6.416667
 Cuse-et-Adrisans 	CUSE ET ADRISANS 	47.483333	6.4
 Cussey-sur-l'Ognon 	CUSSEY SUR L OGNON	47.333333	5.933333
 Dambelin 	DAMBELIN   	47.383333	6.683333
 Dambenois 	DAMBENOIS   	47.55	6.866667
 Dammartin-les-Templiers 	DAMMARTIN LES TEMPLIERS 	47.283333	6.266667
 Dampierre-les-Bois 	DAMPIERRE LES BOIS 	47.5	6.916667
 Dampierre-sur-le-Doubs 	DAMPIERRE SUR LE DOUBS	47.466667	6.733333
 Dampjoux 	DAMPJOUX   	47.35	6.766667
 Damprichard 	DAMPRICHARD   	47.25	6.883333
 Dannemarie 	DANNEMARIE   	47.383333	6.9
 Dannemarie-sur-Crête 	DANNEMARIE SUR CRETE 	47.2	5.866667
 Dasle 	DASLE   	47.483333	6.9
 Deluz 	DELUZ   	47.3	6.2
 Désandans 	DESANDANS   	47.533333	6.666667
 Déservillers 	DESERVILLERS   	47	6.066667
 Devecey 	DEVECEY   	47.333333	6.016667
 Dommartin 	DOMMARTIN   	46.916667	6.316667
 Dompierre-les-Tilleuls 	DOMPIERRE LES TILLEULS 	46.866667	6.183333
 Domprel 	DOMPREL   	47.2	6.466667
 Doubs 	DOUBS   	46.933333	6.35
 Doulaize 	DOULAIZE   	47.033333	5.983333
 Droitfontaine 	DROITFONTAINE   	47.283333	6.7
 Dung 	DUNG   	47.5	6.75
 Durnes 	DURNES   	47.1	6.233333
 Échay 	ECHAY   	47.05	5.95
 Les Écorces 	LES ECORCES  	47.216667	6.8
 Écot 	ECOT   	47.433333	6.733333
 L'Écouvotte 	L ECOUVOTTE  	47.333333	6.25
 Écurcey 	ECURCEY   	47.4	6.816667
 Émagny 	EMAGNY   	47.316667	5.866667
 Épenouse 	EPENOUSE   	47.216667	6.4
 Épenoy 	EPENOY   	47.133333	6.366667
 Épeugney 	EPEUGNEY   	47.116667	6.033333
 Esnans 	ESNANS   	47.333333	6.316667
 Étalans 	ETALANS   	47.15	6.266667
 Éternoz 	ETERNOZ   	47	6.033333
 Étouvans 	ETOUVANS   	47.466667	6.716667
 Étrabonne 	ETRABONNE   	47.233333	5.75
 Étrappe 	ETRAPPE   	47.466667	6.583333
 Étray 	ETRAY   	47.116667	6.35
 Étupes 	ETUPES   	47.5	6.866667
 Évillers 	EVILLERS   	47	6.233333
 Exincourt 	EXINCOURT   	47.5	6.833333
 Eysson 	EYSSON   	47.2	6.433333
 Faimbe 	FAIMBE   	47.483333	6.616667
 Fallerans 	FALLERANS   	47.133333	6.283333
 Ferrières-le-Lac 	FERRIERES LE LAC 	47.266667	6.9
 Ferrières-les-Bois 	FERRIERES LES BOIS 	47.2	5.8
 Fertans 	FERTANS   	47.05	6.066667
 Fesches-le-Châtel 	FESCHES LE CHATEL 	47.516667	6.9
 Fessevillers 	FESSEVILLERS   	47.283333	6.916667
 Feule 	FEULE   	47.35	6.733333
 Les Fins 	LES FINS  	47.083333	6.633333
 Flagey 	FLAGEY   	47.033333	6.116667
 Flagey-Rigney 	FLAGEY RIGNEY  	47.416667	6.233333
 Flangebouche 	FLANGEBOUCHE   	47.133333	6.466667
 Fleurey 	FLEUREY   	47.3	6.783333
 Fontain 	FONTAIN   	47.2	6.016667
 Fontenelle-Montby 	FONTENELLE MONTBY  	47.45	6.416667
 Les Fontenelles 	LES FONTENELLES  	47.2	6.75
 Fontenotte 	FONTENOTTE   	47.383333	6.316667
 Fourbanne 	FOURBANNE   	47.333333	6.3
 Fourg 	FOURG   	47.1	5.816667
 Les Fourgs 	LES FOURGS  	46.833333	6.416667
 Fournet-Blancheroche 	FOURNET BLANCHEROCHE  	47.166667	6.833333
 Frambouhans 	FRAMBOUHANS   	47.216667	6.766667
 Franey 	FRANEY   	47.266667	5.816667
 Franois 	FRANOIS   	47.233333	5.933333
 Le Friolais 	LE FRIOLAIS  	47.25	6.75
 Froidevaux 	FROIDEVAUX   	47.3	6.7
 Fuans 	FUANS   	47.133333	6.583333
 Gellin 	GELLIN   	46.74165	6.251498
 Gémonval 	GEMONVAL   	47.533333	6.583333
 Geneuille 	GENEUILLE   	47.316667	5.966667
 Geney 	GENEY   	47.483333	6.566667
 Gennes 	GENNES   	47.25	6.116667
 Germéfontaine 	GERMEFONTAINE   	47.216667	6.466667
 Germondans 	GERMONDANS   	47.416667	6.183333
 Gevresin 	GEVRESIN   	46.966667	6.05
 Gilley 	GILLEY   	47.05	6.483333
 Glainans 	GLAINANS   	47.383333	6.583333
 Glamondans 	GLAMONDANS   	47.266667	6.283333
 Glay 	GLAY   	47.4	6.883333
 Glère 	GLERE   	47.35	7
 Gondenans-Montby 	GONDENANS MONTBY  	47.433333	6.45
 Gondenans-les-Moulins 	GONDENANS LES MOULINS 	47.466667	6.383333
 Gonsans 	GONSANS   	47.233333	6.3
 Gouhelans 	GOUHELANS   	47.45	6.35
 Goumois 	GOUMOIS   	47.266667	6.95
 Goux-lès-Dambelin 	GOUX LES DAMBELIN 	47.4	6.666667
 Goux-les-Usiers 	GOUX LES USIERS 	46.966667	6.283333
 Goux-sous-Landet 	GOUX SOUS LANDET 	47.083333	5.933333
 Grand-Charmont 	GRAND CHARMONT  	47.533333	6.833333
 Grand'Combe-des-Bois 	GRAND COMBE DES BOIS	47.133333	6.8
 Grandfontaine 	GRANDFONTAINE   	47.2	5.9
 Grandfontaine-sur-Creuse 	GRANDFONTAINE SUR CREUSE 	47.2	6.45
 La Grange 	LA GRANGE  	47.283333	6.666667
 Granges-Narboz 	GRANGES NARBOZ  	46.883333	6.316667
 Granges-Sainte-Marie 	GRANGES SAINTE MARIE 	46.783333	6.283333
 Les Grangettes 	LES GRANGETTES  	46.833333	6.316667
 Les Gras 	LES GRAS  	47	6.55
 Le Gratteris 	LE GRATTERIS  	47.183333	6.133333
 Grosbois 	GROSBOIS   	47.35	6.3
 Guillon-les-Bains 	GUILLON LES BAINS 	47.316667	6.4
 Guyans-Durnes 	GUYANS DURNES  	47.116667	6.25
 Guyans-Vennes 	GUYANS VENNES  	47.15	6.566667
 Hauterive-la-Fresse 	HAUTERIVE LA FRESSE 	46.966667	6.45
 Hérimoncourt 	HERIMONCOURT   	47.433333	6.883333
 L'Hôpital-du-Grosbois 	L HOPITAL DU GROSBOIS	47.166667	6.233333
 L'Hôpital-Saint-Liéffroy 	L HOPITAL SAINT LIEFFROY	47.4	6.45
 Les Hôpitaux-Neufs 	LES HOPITAUX NEUFS 	46.783333	6.383333
 Les Hôpitaux-Vieux 	LES HOPITAUX VIEUX 	46.783333	6.366667
 Houtaud 	HOUTAUD   	46.916667	6.316667
 Huanne-Montmartin 	HUANNE MONTMARTIN  	47.433333	6.35
 Hyémondans 	HYEMONDANS   	47.383333	6.65
 Hyèvre-Magny 	HYEVRE MAGNY  	47.366667	6.433333
 Hyèvre-Paroisse 	HYEVRE PAROISSE  	47.366667	6.433333
 Indevillers 	INDEVILLERS   	47.316667	6.95
 L'Isle-sur-le-Doubs 	L ISLE SUR LE	47.45	6.583333
 Issans 	ISSANS   	47.533333	6.733333
 Jallerange 	JALLERANGE   	47.25	5.716667
 Jougne 	JOUGNE   	46.766667	6.4
 Labergement-du-Navois 	LABERGEMENT DU NAVOIS 	46.966667	6.083333
 Labergement-Sainte-Marie 	LABERGEMENT SAINTE MARIE 	46.783333	6.283333
 Villers-le-Lac 	VILLERS LE LAC 	47.066667	6.666667
 Laire 	LAIRE   	47.55	6.733333
 Laissey 	LAISSEY   	47.3	6.233333
 Lanans 	LANANS   	47.3	6.45
 Landresse 	LANDRESSE   	47.25	6.466667
 Lantenne-Vertière 	LANTENNE VERTIERE  	47.233333	5.783333
 Lanthenans 	LANTHENANS   	47.4	6.633333
 Larnod 	LARNOD   	47.183333	5.966667
 Laval-le-Prieuré 	LAVAL LE PRIEURE 	47.183333	6.616667
 Lavans-Quingey 	LAVANS QUINGEY  	47.083333	5.883333
 Lavans-Vuillafans 	LAVANS VUILLAFANS  	47.083333	6.25
 Lavernay 	LAVERNAY   	47.25	5.816667
 Laviron 	LAVIRON   	47.25	6.55
 Levier 	LEVIER   	46.95	6.133333
 Liebvillers 	LIEBVILLERS   	47.333333	6.783333
 Liesle 	LIESLE   	47.05	5.816667
 Lièvremont 	LIEVREMONT   	46.966667	6.433333
 Lizine 	LIZINE   	47.05	6
 Lods 	LODS   	47.05	6.25
 Lomont-sur-Crête 	LOMONT SUR CRETE 	47.333333	6.433333
 Longechaux 	LONGECHAUX   	47.166667	6.433333
 Longemaison 	LONGEMAISON   	47.083333	6.466667
 Longevelle-sur-Doubs 	LONGEVELLE SUR DOUBS 	47.45	6.65
 Longeville 	LONGEVILLE   	47.033333	6.233333
 La Longeville 	LA LONGEVILLE  	47	6.466667
 Longevilles-Mont-d'Or 	LONGEVILLES MONT D OR	46.75	6.2931
 Loray 	LORAY   	47.15	6.5
 Lougres 	LOUGRES   	47.466667	6.683333
 Le Luhier 	LE LUHIER  	47.166667	6.65
 Luisans 	LUISANS   	47.1	6.55
 Lusans 	LUSANS   	47.35	6.2
 Luxiol 	LUXIOL   	47.383333	6.35
 Maîche 	MAICHE   	47.25	6.8
 Malbrans 	MALBRANS   	47.116667	6.083333
 Malbuisson 	MALBUISSON   	46.8	6.3
 Malpas 	MALPAS   	46.833333	6.283333
 Mambouhans 	MAMBOUHANS   	47.366667	6.65
 Mamirolle 	MAMIROLLE   	47.2	6.166667
 Mancenans 	MANCENANS   	47.45	6.533333
 Mancenans-Lizerne 	MANCENANS LIZERNE  	47.266667	6.783333
 Mandeure 	MANDEURE   	47.45	6.8
 Marchaux 	MARCHAUX   	47.316667	6.133333
 Marvelise 	MARVELISE   	47.516667	6.6
 Mathay 	MATHAY   	47.433333	6.783333
 Mazerolles-le-Salin 	MAZEROLLES LE SALIN 	47.233333	5.866667
 Médière 	MEDIERE   	47.45	6.6
 Mercey-le-Grand 	MERCEY LE GRAND 	47.216667	5.733333
 Mérey-sous-Montrond 	MEREY SOUS MONTROND 	47.15	6.066667
 Mérey-Vieilley 	MEREY VIEILLEY  	47.333333	6.066667
 Mésandans 	MESANDANS   	47.433333	6.366667
 Meslières 	MESLIERES   	47.416667	6.883333
 Mesmay 	MESMAY   	47.066667	5.85
 Métabief 	METABIEF   	46.783333	6.35
 Miserey-Salines 	MISEREY SALINES  	47.283333	5.966667
 Moncey 	MONCEY   	47.366667	6.116667
 Moncley 	MONCLEY   	47.316667	5.9
 Mondon 	MONDON   	47.45	6.316667
 Montancy 	MONTANCY   	47.366667	7.016667
 Montandon 	MONTANDON   	47.3	6.833333
 Montbéliard 	MONTBELIARD   	47.516667	6.8
 Montbéliardot 	MONTBELIARDOT   	47.183333	6.65
 Montbenoît 	MONTBENOIT   	46.983333	6.466667
 Mont-de-Laval 	MONT DE LAVAL 	47.166667	6.633333
 Mont-de-Vougney 	MONT DE VOUGNEY 	47.233333	6.716667
 Montécheroux 	MONTECHEROUX   	47.35	6.8
 Montenois 	MONTENOIS   	47.5	6.666667
 Montfaucon 	MONTFAUCON   	47.233333	6.083333
 Montferney 	MONTFERNEY   	47.483333	6.333333
 Montferrand-le-Château 	MONTFERRAND LE CHATEAU 	47.183333	5.933333
 Montflovin 	MONTFLOVIN   	46.983333	6.45
 Montfort 	MONTFORT   	47.066667	5.9
 Montgesoye 	MONTGESOYE   	47.083333	6.2
 Montivernage 	MONTIVERNAGE   	47.316667	6.433333
 Montjoie-le-Château 	MONTJOIE LE CHATEAU 	47.35	6.9
 Montlebon 	MONTLEBON   	47.033333	6.616667
 Montmahoux 	MONTMAHOUX   	46.983333	6.033333
 Montperreux 	MONTPERREUX   	46.833333	6.333333
 Montrond-le-Château 	MONTROND LE CHATEAU 	47.133333	6.05
 Montursin 	MONTURSIN   	47.35	6.95
 Montussaint 	MONTUSSAINT   	47.433333	6.3
 Morchamps 	MORCHAMPS   	47.45	6.333333
 Morre 	MORRE   	47.233333	6.066667
 Morteau 	MORTEAU   	47.066667	6.616667
 Mouillevillers 	MOUILLEVILLERS   	47.3	6.8
 Mouthe 	MOUTHE   	46.716667	6.166667
 Le Moutherot 	LE MOUTHEROT  	47.25	5.733333
 Mouthier-Haute-Pierre 	MOUTHIER HAUTE PIERRE 	47.033333	6.266667
 Myon 	MYON   	47.016667	5.933333
 Nancray 	NANCRAY   	47.25	6.183333
 Nans 	NANS   	47.483333	6.416667
 Nans-sous-Sainte-Anne 	NANS SOUS SAINTE ANNE	46.983333	6
 Narbief 	NARBIEF   	47.133333	6.7
 Neuchâtel-Urtière 	NEUCHATEL URTIERE  	47.366667	6.733333
 Nods 	NODS   	47.1	6.333333
 Noël-Cerneux 	NOEL CERNEUX  	47.1	6.666667
 Noirefontaine 	NOIREFONTAINE   	47.35	6.766667
 Noironte 	NOIRONTE   	47.266667	5.883333
 Nommay 	NOMMAY   	47.533333	6.85
 Novillars 	NOVILLARS   	47.283333	6.133333
 Ollans 	OLLANS   	47.416667	6.25
 Onans 	ONANS   	47.5	6.616667
 Orchamps-Vennes 	ORCHAMPS VENNES  	47.133333	6.533333
 Ornans 	ORNANS   	47.1	6.15
 Orsans 	ORSANS   	47.25	6.383333
 Orve 	ORVE   	47.333333	6.55
 Osse 	OSSE   	47.266667	6.216667
 Osselle 	OSSELLE   	47.133333	5.85
 Ougney-Douvot 	OUGNEY DOUVOT  	47.316667	6.283333
 Ouhans 	OUHANS   	47	6.3
 Ouvans 	OUVANS   	47.283333	6.483333
 Oye-et-Pallet 	OYE ET PALLET 	46.85	6.333333
 Palantine 	PALANTINE   	47.083333	5.95
 Palise 	PALISE   	47.366667	6.083333
 Paroy 	PAROY   	47.05	5.883333
 Passavant 	PASSAVANT   	47.283333	6.383333
 Passonfontaine 	PASSONFONTAINE   	47.1	6.416667
 Pelousey 	PELOUSEY   	47.283333	5.916667
 Pessans 	PESSANS   	47.066667	5.883333
 Petite Chaux 	PETITE CHAUX  	46.7	6.133333
 Pierrefontaine-les-Varans 	PIERREFONTAINE LES VARANS 	47.216667	6.55
 Pirey 	PIREY   	47.266667	5.966667
 Placey 	PLACEY   	47.266667	5.85
 Plaimbois-du Miroir 	PLAIMBOIS DU MIROIR 	47.183333	6.65
 Plaimbois-Vennes 	PLAIMBOIS VENNES  	47.183333	6.55
 La Planée 	LA PLANEE  	46.833333	6.283333
 Pointvillers 	POINTVILLERS   	47.066667	5.9
 Pompierre-sur-Doubs 	POMPIERRE SUR DOUBS 	47.416667	6.516667
 Pontarlier 	PONTARLIER   	46.9	6.366667
 Pont-de-Roide 	PONT DE ROIDE 	47.383333	6.766667
 Les Pontets 	LES PONTETS  	46.716667	6.166667
 Pont-lès-Moulins 	PONT LES MOULINS 	47.316667	6.366667
 Pouilley-Français 	POUILLEY FRANCAIS  	47.2	5.85
 Pouilley-les-Vignes 	POUILLEY LES VIGNES 	47.25	5.933333
 Pouligney Lusans 	POULIGNEY LUSANS  	47.333333	6.2
 Présentevillers 	PRESENTEVILLERS   	47.5	6.733333
 La Prétière 	LA PRETIERE  	47.45	6.616667
 Provenchère 	PROVENCHERE   	47.283333	6.65
 Puessans 	PUESSANS   	47.433333	6.316667
 Pugey 	PUGEY   	47.183333	5.983333
 Le Puy 	LE PUY  	47.35	6.233333
 Quingey 	QUINGEY   	47.1	5.883333
 Rahon 	RAHON   	47.316667	6.583333
 Rancenay 	RANCENAY   	47.183333	5.95
 Randevillers 	RANDEVILLERS   	47.316667	6.516667
 Rang 	RANG   	47.433333	6.566667
 Rantechaux 	RANTECHAUX   	47.116667	6.383333
 Raynans 	RAYNANS   	47.533333	6.716667
Recologne	   	47.266667	5.833333
 Reculfoz 	RECULFOZ   	46.691667	6.166667
 Refranche 	REFRANCHE   	47.033333	6
 Rennes-sur-Loue 	RENNES SUR LOUE 	47.016667	5.85
 Reugney 	REUGNEY   	47.016667	6.15
 Rigney 	RIGNEY   	47.383333	6.183333
 Rignosot 	RIGNOSOT   	47.383333	6.2
 Rillans 	RILLANS   	47.416667	6.366667
 La Rivière-Drugeon 	LA RIVIERE DRUGEON 	46.866667	6.216667
 Rochejean 	ROCHEJEAN   	46.75	6.3
 Roche-lès-Clerval 	ROCHE LES CLERVAL 	47.366667	6.483333
 Roches-lès-Blamont 	ROCHES LES BLAMONT 	47.416667	6.85
 Rognon 	ROGNON   	47.416667	6.316667
 Ronchaux 	RONCHAUX   	47.05	5.9
 Rondefontaine 	RONDEFONTAINE   	46.7328	6.18133
 Rosières-sur-Barbèche 	ROSIERES SUR BARBECHE 	47.316667	6.666667
 Rosureux 	ROSUREUX   	47.216667	6.683333
 Rougemont 	ROUGEMONT   	47.483333	6.35
 Rougemontot 	ROUGEMONTOT   	47.4	6.266667
 Rouhé 	ROUHE   	47.083333	5.966667
 Roulans 	ROULANS   	47.316667	6.233333
 Routelle 	ROUTELLE   	47.166667	5.85
 Ruffey-le-Château 	RUFFEY LE CHATEAU 	47.283333	5.8
 Rurey 	RUREY   	47.1	6.016667
 Le Russey 	LE RUSSEY  	47.166667	6.733333
 Sainte-Anne 	SAINTE ANNE  	46.95	5.983333
 Saint-Antoine 	SAINT ANTOINE  	46.783333	6.333333
 Sainte-Colombe 	SAINTE COLOMBE  	46.883333	6.266667
 Saint-Georges-Armont 	SAINT GEORGES ARMONT 	47.4	6.55
 Saint-Gorgon-Main 	SAINT GORGON MAIN 	47.016667	6.333333
 Saint-Hilaire 	SAINT HILAIRE  	47.333333	6.25
 Saint-Hippolyte 	SAINT HIPPOLYTE  	47.316667	6.816667
 Saint-Juan 	SAINT JUAN  	47.283333	6.366667
 Saint-Julien-lès-Montbéliard 	SAINT JULIEN LES MONTBELIARD	47.516667	6.716667
 Sainte-Marie 	SAINTE MARIE  	47.5	6.7
 Saint-Point-Lac 	SAINT POINT LAC 	46.816667	6.3
 Sainte-Suzanne 	SAINTE SUZANNE  	47.5	6.766667
 Saint-Vit 	SAINT VIT  	47.183333	5.816667
 Samson 	SAMSON   	47.05	5.883333
 Sancey-le-Grand 	SANCEY LE GRAND 	47.3	6.583333
 Sancey-le-Long 	SANCEY LE LONG 	47.3	6.6
 Santoche 	SANTOCHE   	47.4	6.516667
 Saône 	SAONE   	47.233333	6.116667
 Saraz 	SARAZ   	47	5.983333
 Saules 	SAULES   	47.116667	6.2
 Sauvagney 	SAUVAGNEY   	47.333333	5.9
 Séchin 	SECHIN   	47.333333	6.283333
 Seloncourt 	SELONCOURT   	47.466667	6.866667
 Semondans 	SEMONDANS   	47.55	6.7
 Septfontaines 	SEPTFONTAINES   	46.983333	6.183333
 Serre-lès-Sapins 	SERRE LES SAPINS 	47.25	5.933333
 Servigney 	SERVIGNEY   	47.45	6.3
 Servin 	SERVIN   	47.3	6.466667
 Silley-Amancey 	SILLEY AMANCEY  	47.033333	6.133333
 Silley-Bléfond 	SILLEY BLEFOND  	47.316667	6.333333
 Sochaux 	SOCHAUX   	47.516667	6.833333
 Solemont 	SOLEMONT   	47.35	6.7
 Sombacour 	SOMBACOUR   	46.95	6.266667
 La Sommette 	LA SOMMETTE  	47.183333	6.516667
 Soulce-Cernay 	SOULCE CERNAY  	47.316667	6.85
 Sourans 	SOURANS   	47.4	6.633333
 Soye 	SOYE   	47.45	6.5
 Surmont 	SURMONT   	47.283333	6.616667
 Taillecourt 	TAILLECOURT   	47.5	6.85
 Tallans 	TALLANS   	47.416667	6.283333
 Tallenay 	TALLENAY   	47.3	6.033333
 Tarcenay 	TARCENAY   	47.15	6.116667
 Thiébouhans 	THIEBOUHANS   	47.283333	6.85
 Thise 	THISE   	47.283333	6.083333
 Thoraise 	THORAISE   	47.166667	5.9
 Thulay 	THULAY   	47.416667	6.866667
 Thurey-le-Mont 	THUREY LE MONT 	47.366667	6.116667
 Torpes 	TORPES   	47.166667	5.883333
 Touillon-et-Loutelet 	TOUILLON ET LOUTELET 	46.783333	6.35
 La Tour-de-Sçay 	LA TOUR DE SCAY	47.383333	6.233333
 Tournans 	TOURNANS   	47.416667	6.333333
 Tournedoz 	TOURNEDOZ   	47.366667	6.6
 Trépot 	TREPOT   	47.166667	6.15
 Tressandans 	TRESSANDANS   	47.5	6.333333
 Trévillers 	TREVILLERS   	47.283333	6.866667
 Trouvans 	TROUVANS   	47.416667	6.35
 Urtière 	URTIERE   	47.25	6.933333
 Uzelle 	UZELLE   	47.466667	6.433333
 Vaire-le-Petit 	VAIRE LE PETIT 	47.283333	6.15
 Vaivre 	VAIVRE   	47.366667	6.7
 Val-de-Roulans 	VAL DE ROULANS 	47.366667	6.266667
 Valentigney 	VALENTIGNEY   	47.466667	6.833333
 Valleroy 	VALLEROY   	47.383333	6.116667
 Valonne 	VALONNE   	47.35	6.666667
 Valoreille 	VALOREILLE   	47.3	6.75
 Vanclans 	VANCLANS   	47.1	6.366667
 Vandoncourt 	VANDONCOURT   	47.466667	6.9
 Vauchamps 	VAUCHAMPS   	47.266667	6.25
 Vaucluse 	VAUCLUSE   	47.25	6.683333
 Vauclusotte 	VAUCLUSOTTE   	47.283333	6.733333
 Vaudrivillers 	VAUDRIVILLERS   	47.283333	6.433333
 Vaufrey 	VAUFREY   	47.35	6.916667
 Vaux-et-Chantegrue 	VAUX ET CHANTEGRUE 	46.8	6.25
 Vaux-lès-Prés 	VAUX LES PRES 	47.233333	5.883333
 Velesmes-Essarts 	VELESMES ESSARTS  	47.183333	5.866667
 Vellerot-lès-Belvoir 	VELLEROT LES BELVOIR 	47.35	6.6
 Vellerot-lès-Vercel 	VELLEROT LES VERCEL 	47.25	6.45
 Vellevans 	VELLEVANS   	47.316667	6.5
